Entity,Code_x,Year,"Youth literacy rate, population 15-24 years, female (%), LR.AG15T24.F","Youth literacy rate, population 15-24 years, male (%), LR.AG15T24.M",Average Youth Literacy Rate,Combined Youth Literacy Rate (%)
Afghanistan,AFG,1979,11.1428,45.79602,28.46941,28.46941
Afghanistan,AFG,2011,32.11322,61.87907,46.996145,46.996145
Afghanistan,AFG,2015,28.97,80.4,54.685,54.685
Afghanistan,AFG,2021,41.59372,71.24394,56.41883,56.41883
Albania,ALB,2001,99.49808,99.36846,99.43327,99.43327
Albania,ALB,2008,99.12132,98.53712,98.82921999999999,98.82921999999999
Albania,ALB,2009,96.61,94.82,95.715,95.715
Albania,ALB,2011,98.85624,98.73136,98.7938,98.7938
Albania,ALB,2012,99.02019,99.37598,99.19808499999999,99.19808499999999
Albania,ALB,2017,99.6,99.56,99.58,99.58
Albania,ALB,2022,99.9,99.1,99.5,99.5
Algeria,DZA,1987,62.21148,86.23009,74.220785,74.220785
Algeria,DZA,2002,86.13399,94.05754,90.095765,90.095765
Algeria,DZA,2006,89.13824,94.38148,91.75986,91.75986
Algeria,DZA,2008,91.73993,95.74706,93.743495,93.743495
Algeria,DZA,2018,97.25216,97.59406,97.42311000000001,97.42311000000001
Algeria,DZA,2019,84.16,64.79,74.475,74.475
American Samoa,ASM,1980,97.44365,97.88862,97.666135,97.666135
Angola,AGO,2001,63.18212,83.77693,73.479525,73.479525
Angola,AGO,2014,70.58513,84.86238,77.72375500000001,77.72375500000001
Angola,AGO,2022,80.7,85.9,83.30000000000001,83.30000000000001
Anguilla,AIA,1984,99.10314,99.12409,99.113615,99.113615
Anguilla,AIA,1994,99.10314,99.12409,99.113615,99.113615
Argentina,ARG,1980,97.30248,96.45922,96.88085000000001,96.88085000000001
Argentina,ARG,1991,98.54021,98.06549,98.30285,98.30285
Argentina,ARG,2001,99.12767,98.7079,98.917785,98.917785
Armenia,ARM,1989,99.91057,99.90937,99.90997,99.90997
Armenia,ARM,2000,100.0,100.0,100.0,100.0
Armenia,ARM,2001,99.86167,99.75235,99.80701,99.80701
Armenia,ARM,2011,99.87619,99.81842,99.847305,99.847305
Armenia,ARM,2016,99.87619,99.81842,99.847305,99.847305
Armenia,ARM,2017,99.87416,99.82128,99.84772000000001,99.84772000000001
Armenia,ARM,2020,99.89736,99.85206,99.87471,99.87471
Aruba,ABW,2000,99.16637,98.88176,99.02406500000001,99.02406500000001
Aruba,ABW,2010,99.3231,98.96573,99.144415,99.144415
Aruba,ABW,2020,99.41,99.63,99.52,99.52
Azerbaijan,AZE,1999,99.90149,99.87034,99.885915,99.885915
Azerbaijan,AZE,2006,100.0,100.0,100.0,100.0
Azerbaijan,AZE,2007,99.98897,99.98931,99.98913999999999,99.98913999999999
Azerbaijan,AZE,2009,99.94579,99.95678,99.951285,99.951285
Azerbaijan,AZE,2010,99.93333,99.96745,99.95039,99.95039
Azerbaijan,AZE,2011,99.93176,99.95603,99.943895,99.943895
Azerbaijan,AZE,2012,99.91767,99.955,99.936335,99.936335
Azerbaijan,AZE,2013,99.9267,99.97687,99.951785,99.951785
Azerbaijan,AZE,2014,99.93638,99.97624,99.95631,99.95631
Azerbaijan,AZE,2015,99.92011,99.96367,99.94189,99.94189
Azerbaijan,AZE,2016,99.91648,99.96238,99.93943,99.93943
Azerbaijan,AZE,2017,99.91311,99.96065,99.93688,99.93688
Azerbaijan,AZE,2019,99.90619,99.95867,99.93243,99.93243
Azerbaijan,AZE,2023,99.87597,99.87576,99.875865,99.875865
Bahrain,BHR,1981,82.07742,89.69038,85.88390000000001,85.88390000000001
Bahrain,BHR,1991,96.57877,97.25867,96.91872000000001,96.91872000000001
Bahrain,BHR,2001,97.25061,96.82708,97.038845,97.038845
Bahrain,BHR,2011,100.0,100.0,100.0,100.0
Bahrain,BHR,2022,98.95499,99.382,99.16849500000001,99.16849500000001
Bangladesh,BGD,1981,27.15101,44.36216,35.756585,35.756585
Bangladesh,BGD,1991,37.98975,51.73673,44.863240000000005,44.863240000000005
Bangladesh,BGD,2000,100.0,100.0,100.0,100.0
Bangladesh,BGD,2001,60.25623,67.16381,63.71002,63.71002
Bangladesh,BGD,2007,67.48857,54.27433,60.88145,60.88145
Bangladesh,BGD,2011,79.54449,76.4034,77.973945,77.973945
Bangladesh,BGD,2012,79.3692,76.27631,77.822755,77.822755
Bangladesh,BGD,2013,86.92579,84.0945,85.510145,85.510145
Bangladesh,BGD,2014,86.48067,84.62868,85.554675,85.554675
Bangladesh,BGD,2015,89.53506,86.18795,87.861505,87.861505
Bangladesh,BGD,2016,93.53532,90.90535,92.220335,92.220335
Bangladesh,BGD,2017,94.37776,91.54129,92.959525,92.959525
Bangladesh,BGD,2018,94.91259,91.80372,93.358155,93.358155
Bangladesh,BGD,2019,96.08776,93.7047,94.89623,94.89623
Bangladesh,BGD,2020,95.85875,93.16417,94.51146,94.51146
Bangladesh,BGD,2021,95.86286,93.76295,94.812905,94.812905
Barbados,BRB,1970,99.8,99.72039,99.760195,99.760195
Barbados,BRB,1980,99.9,99.9,99.9,99.9
Barbados,BRB,2012,100.0,100.0,100.0,100.0
Belarus,BLR,1989,99.80054,99.73198,99.76625999999999,99.76625999999999
Belarus,BLR,1999,99.82821,99.75687,99.79254,99.79254
Belarus,BLR,2009,99.84739,99.80033,99.82386,99.82386
Belarus,BLR,2012,100.0,100.0,100.0,100.0
Belarus,BLR,2019,99.89983,99.84713,99.87348,99.87348
Belize,BLZ,1991,78.01632,77.26169,77.639005,77.639005
Belize,BLZ,2001,88.3,86.2,87.25,87.25
Benin,BEN,1979,18.25518,45.71064,31.982909999999997,31.982909999999997
Benin,BEN,1992,26.69029,55.13022,40.910255,40.910255
Benin,BEN,2001,31.85,61.08,46.465,46.465
Benin,BEN,2002,33.238,59.20508,46.221540000000005,46.221540000000005
Benin,BEN,2006,30.78655,54.86694,42.826745,42.826745
Benin,BEN,2012,40.93838,63.94092,52.43965,52.43965
Benin,BEN,2022,59.1,73.6,66.35,66.35
Bhutan,BTN,2005,67.96426,80.04192,74.00309,74.00309
Bhutan,BTN,2012,82.17904,90.39581,86.287425,86.287425
Bhutan,BTN,2017,92.89112,93.27016,93.08064,93.08064
Bhutan,BTN,2022,98.0,98.0,98.0,98.0
Bolivia,BOL,1976,75.84014,91.46814,83.65414000000001,83.65414000000001
Bolivia,BOL,1992,91.56598,96.31841,93.942195,93.942195
Bolivia,BOL,2000,96.3,98.44,97.37,97.37
Bolivia,BOL,2001,96.53,98.22,97.375,97.375
Bolivia,BOL,2002,97.08,99.09,98.08500000000001,98.08500000000001
Bolivia,BOL,2003,96.67,99.47,98.07,98.07
Bolivia,BOL,2004,98.63,99.57,99.1,99.1
Bolivia,BOL,2005,98.44,99.27,98.85499999999999,98.85499999999999
Bolivia,BOL,2006,97.39,99.44,98.41499999999999,98.41499999999999
Bolivia,BOL,2007,99.14,99.75,99.445,99.445
Bolivia,BOL,2008,98.98,99.39,99.185,99.185
Bolivia,BOL,2009,99.08,99.69,99.38499999999999,99.38499999999999
Bolivia,BOL,2011,98.75,99.27,99.00999999999999,99.00999999999999
Bolivia,BOL,2012,99.18,99.49,99.33500000000001,99.33500000000001
Bolivia,BOL,2013,99.16,99.49,99.32499999999999,99.32499999999999
Bolivia,BOL,2014,99.21,99.68,99.445,99.445
Bolivia,BOL,2015,99.4,99.39,99.39500000000001,99.39500000000001
Bolivia,BOL,2016,99.34,99.5,99.42,99.42
Bolivia,BOL,2017,99.32,99.43,99.375,99.375
Bolivia,BOL,2018,99.42,99.72,99.57,99.57
Bolivia,BOL,2019,99.39,99.66,99.525,99.525
Bolivia,BOL,2020,99.53,99.58,99.555,99.555
Bolivia,BOL,2021,99.54,99.5,99.52000000000001,99.52000000000001
Bosnia and Herzegovina,BIH,1991,98.73546,99.28544,99.01044999999999,99.01044999999999
Bosnia and Herzegovina,BIH,2000,99.84363,99.7482,99.79591500000001,99.79591500000001
Bosnia and Herzegovina,BIH,2011,99.15044,99.75125,99.450845,99.450845
Bosnia and Herzegovina,BIH,2013,99.66747,99.65765,99.66256,99.66256
Bosnia and Herzegovina,BIH,2022,99.7,99.7,99.7,99.7
Botswana,BWA,1991,92.25188,85.90007,89.075975,89.075975
Botswana,BWA,2003,95.59602,92.08331,93.839665,93.839665
Botswana,BWA,2013,99.13954,95.75475,97.447145,97.447145
Brazil,BRA,1980,85.23655,82.55676,83.896655,83.896655
Brazil,BRA,2000,95.71902,92.65401,94.186515,94.186515
Brazil,BRA,2001,96.91,94.68,95.795,95.795
Brazil,BRA,2002,97.48,95.13,96.305,96.305
Brazil,BRA,2003,97.65,95.62,96.635,96.635
Brazil,BRA,2004,97.89,95.73,96.81,96.81
Brazil,BRA,2005,98.1,96.13,97.115,97.115
Brazil,BRA,2006,98.34,96.76,97.55000000000001,97.55000000000001
Brazil,BRA,2007,98.55,97.02,97.785,97.785
Brazil,BRA,2008,98.53,97.17,97.85,97.85
Brazil,BRA,2009,98.69,97.44,98.065,98.065
Brazil,BRA,2010,98.31874,96.71617,97.51745500000001,97.51745500000001
Brazil,BRA,2011,99.07,97.92,98.495,98.495
Brazil,BRA,2012,99.02,98.23,98.625,98.625
Brazil,BRA,2013,99.23,98.25,98.74000000000001,98.74000000000001
Brazil,BRA,2014,99.25,98.45,98.85,98.85
Brazil,BRA,2015,99.35,98.6,98.975,98.975
Brazil,BRA,2016,99.45,98.69,99.07,99.07
Brazil,BRA,2017,99.49,98.8,99.145,99.145
Brazil,BRA,2018,99.39,98.71,99.05,99.05
Brazil,BRA,2019,99.46,98.74,99.1,99.1
Brazil,BRA,2020,99.51,98.96,99.235,99.235
Brazil,BRA,2021,99.49,99.07,99.28,99.28
Brazil,BRA,2022,99.56,99.01,99.285,99.285
Brunei,BRN,1981,93.23892,94.0643,93.65161,93.65161
Brunei,BRN,1991,98.08379,98.1069,98.095345,98.095345
Brunei,BRN,2001,98.91217,98.8743,98.893235,98.893235
Brunei,BRN,2011,99.54606,99.19989,99.372975,99.372975
Brunei,BRN,2018,99.78966,99.63516,99.71241,99.71241
Brunei,BRN,2021,99.83,99.71,99.77,99.77
Bulgaria,BGR,2001,98.10977,98.30967,98.20972,98.20972
Bulgaria,BGR,2011,97.65106,98.06693,97.858995,97.858995
Bulgaria,BGR,2021,97.83,98.27,98.05,98.05
Burkina Faso,BFA,1975,6.66406,22.37713,14.520595,14.520595
Burkina Faso,BFA,1991,14.17375,26.7888,20.481275,20.481275
Burkina Faso,BFA,1996,13.98534,25.47826,19.7318,19.7318
Burkina Faso,BFA,2003,24.81137,38.38109,31.59623,31.59623
Burkina Faso,BFA,2005,26.4829,40.37981,33.431354999999996,33.431354999999996
Burkina Faso,BFA,2006,26.53412,39.82187,33.177994999999996,33.177994999999996
Burkina Faso,BFA,2007,33.12532,46.73374,39.92953,39.92953
Burkina Faso,BFA,2010,27.24,47.04,37.14,37.14
Burkina Faso,BFA,2014,43.98583,56.99489,50.490359999999995,50.490359999999995
Burkina Faso,BFA,2018,54.45067,63.86195,59.156310000000005,59.156310000000005
Burkina Faso,BFA,2019,43.56083,51.14972,47.355275000000006,47.355275000000006
Burkina Faso,BFA,2022,51.68,55.56,53.620000000000005,53.620000000000005
Burundi,BDI,1979,21.48686,40.93199,31.209425,31.209425
Burundi,BDI,1990,48.01126,59.49784,53.754549999999995,53.754549999999995
Burundi,BDI,2000,70.3653,76.78002,73.57266,73.57266
Burundi,BDI,2008,57.32103,66.61451,61.96777,61.96777
Burundi,BDI,2010,66.509995,82.66,74.5849975,74.5849975
Burundi,BDI,2014,74.95891,85.29008,80.124495,80.124495
Burundi,BDI,2017,85.61855,91.03415,88.32634999999999,88.32634999999999
Burundi,BDI,2022,93.16,93.97,93.565,93.565
Cambodia,KHM,1998,71.07159,81.84629,76.45894,76.45894
Cambodia,KHM,2004,78.896,87.92011,83.40805499999999,83.40805499999999
Cambodia,KHM,2005,67.33,100.0,83.66499999999999,83.66499999999999
Cambodia,KHM,2008,85.53457,89.38368,87.459125,87.459125
Cambodia,KHM,2009,85.85159,88.35612,87.10385500000001,87.10385500000001
Cambodia,KHM,2010,78.020004,80.6,79.310002,79.310002
Cambodia,KHM,2014,90.37226,89.92461,90.148435,90.148435
Cambodia,KHM,2015,92.57328,91.86412,92.2187,92.2187
Cambodia,KHM,2022,96.51,95.44,95.975,95.975
Cameroon,CMR,1976,59.06318,79.59165,69.327415,69.327415
Cameroon,CMR,2000,77.96249,88.42245,83.19247,83.19247
Cameroon,CMR,2004,67.65,81.39,74.52000000000001,74.52000000000001
Cameroon,CMR,2007,77.48205,89.41732,83.449685,83.449685
Cameroon,CMR,2010,76.42093,85.39748,80.909205,80.909205
Cameroon,CMR,2011,73.409996,86.92,80.164998,80.164998
Cameroon,CMR,2018,82.41,87.72,85.065,85.065
Cameroon,CMR,2020,83.83,88.63,86.22999999999999,86.22999999999999
Cape Verde,CPV,1990,86.41509,89.94897,88.18203,88.18203
Cape Verde,CPV,2000,96.63,95.11,95.87,95.87
Cape Verde,CPV,2012,98.39818,97.87189,98.13503499999999,98.13503499999999
Cape Verde,CPV,2015,98.73018,97.58501,98.157595,98.157595
Cape Verde,CPV,2022,99.25,98.25,98.75,98.75
Cayman Islands,CYM,2007,98.62333,99.14231,98.88282,98.88282
Cayman Islands,CYM,2017,98.62333,99.14231,98.88282,98.88282
Central African Republic,CAF,1975,20.33836,56.25876,38.29856,38.29856
Central African Republic,CAF,1988,34.85175,62.56145,48.7066,48.7066
Central African Republic,CAF,2000,49.01935,72.59475,60.807050000000004,60.807050000000004
Central African Republic,CAF,2010,26.97133,48.8571,37.914215,37.914215
Central African Republic,CAF,2018,28.70666,47.80493,38.255795,38.255795
Central African Republic,CAF,2019,16.81,25.57,21.189999999999998,21.189999999999998
Central African Republic,CAF,2020,29.11,47.55,38.33,38.33
Central and Southern Asia (SDG),,1975,35.88069,63.08979,49.485240000000005,49.485240000000005
Central and Southern Asia (SDG),,1976,35.99992,63.18004,49.58998,49.58998
Central and Southern Asia (SDG),,1977,37.11796,63.65825,50.388104999999996,50.388104999999996
Central and Southern Asia (SDG),,1978,38.23392,64.04982,51.14187,51.14187
Central and Southern Asia (SDG),,1979,39.34155,64.35579,51.84867,51.84867
Central and Southern Asia (SDG),,1980,40.34363,64.54994,52.446785000000006,52.446785000000006
Central and Southern Asia (SDG),,1981,41.16191,64.61168,52.886795000000006,52.886795000000006
Central and Southern Asia (SDG),,1982,42.33691,64.87071,53.60381,53.60381
Central and Southern Asia (SDG),,1983,43.46367,65.06471,54.26419,54.26419
Central and Southern Asia (SDG),,1984,44.54084,65.18798,54.86441,54.86441
Central and Southern Asia (SDG),,1985,45.61228,65.35568,55.48398,55.48398
Central and Southern Asia (SDG),,1986,46.6912,65.55517,56.12318500000001,56.12318500000001
Central and Southern Asia (SDG),,1987,47.70883,65.81714,56.762985,56.762985
Central and Southern Asia (SDG),,1988,45.84002,68.65796,57.248990000000006,57.248990000000006
Central and Southern Asia (SDG),,1989,47.43198,69.49878,58.465379999999996,58.465379999999996
Central and Southern Asia (SDG),,1990,49.2499,70.41392,59.83191,59.83191
Central and Southern Asia (SDG),,1991,50.52452,71.1229,60.823710000000005,60.823710000000005
Central and Southern Asia (SDG),,1992,52.2682,72.52291,62.395555,62.395555
Central and Southern Asia (SDG),,1993,53.6906,73.86445,63.777525000000004,63.777525000000004
Central and Southern Asia (SDG),,1994,55.22097,74.50486,64.862915,64.862915
Central and Southern Asia (SDG),,1995,56.90365,75.20815,66.05590000000001,66.05590000000001
Central and Southern Asia (SDG),,1996,58.44092,75.89531,67.168115,67.168115
Central and Southern Asia (SDG),,1997,59.79875,76.53233,68.16554,68.16554
Central and Southern Asia (SDG),,1998,62.39975,80.47252,71.43613500000001,71.43613500000001
Central and Southern Asia (SDG),,1999,64.21235,81.09931,72.65583000000001,72.65583000000001
Central and Southern Asia (SDG),,2000,65.90234,81.62345,73.762895,73.762895
Central and Southern Asia (SDG),,2001,67.33811,82.07995,74.70903,74.70903
Central and Southern Asia (SDG),,2002,69.10661,82.56851,75.83756,75.83756
Central and Southern Asia (SDG),,2003,70.32368,83.6186,76.97113999999999,76.97113999999999
Central and Southern Asia (SDG),,2004,71.84613,84.02438,77.935255,77.935255
Central and Southern Asia (SDG),,2005,72.05475,85.62118,78.837965,78.837965
Central and Southern Asia (SDG),,2006,73.40432,84.84867,79.126495,79.126495
Central and Southern Asia (SDG),,2007,74.65004,84.8939,79.77197000000001,79.77197000000001
Central and Southern Asia (SDG),,2008,76.49602,85.87956,81.18779,81.18779
Central and Southern Asia (SDG),,2009,77.80334,86.28888,82.04611,82.04611
Central and Southern Asia (SDG),,2010,79.15663,87.72484,83.440735,83.440735
Central and Southern Asia (SDG),,2011,80.21832,87.88406,84.05119,84.05119
Central and Southern Asia (SDG),,2012,81.30206,88.4348,84.86842999999999,84.86842999999999
Central and Southern Asia (SDG),,2013,82.75513,89.27213,86.01363,86.01363
Central and Southern Asia (SDG),,2014,83.88405,89.65634,86.770195,86.770195
Central and Southern Asia (SDG),,2015,85.20848,90.12583,87.667155,87.667155
Central and Southern Asia (SDG),,2016,86.57166,90.87046,88.72106,88.72106
Central and Southern Asia (SDG),,2017,87.15999,91.2851,89.222545,89.222545
Central and Southern Asia (SDG),,2018,86.94231,91.23055,89.08643000000001,89.08643000000001
Central and Southern Asia (SDG),,2019,89.30788,93.91622,91.61205,91.61205
Central and Southern Asia (SDG),,2020,89.98532,94.12715,92.056235,92.056235
Central and Southern Asia (SDG),,2021,90.68726,94.41005,92.548655,92.548655
Central and Southern Asia (SDG),,2022,91.40536,94.70858,93.05697,93.05697
Chad,TCD,1993,8.94584,26.24623,17.596035,17.596035
Chad,TCD,2000,23.2354,55.6862,39.4608,39.4608
Chad,TCD,2004,30.77491,53.70823,42.241569999999996,42.241569999999996
Chad,TCD,2015,25.99362,51.8363,38.91496,38.91496
Chad,TCD,2016,22.38715,40.69289,31.54002,31.54002
Chad,TCD,2019,18.34,46.12,32.23,32.23
Chad,TCD,2022,30.64,41.39,36.015,36.015
Chile,CHL,1982,97.11653,96.18222,96.64937499999999,96.64937499999999
Chile,CHL,1992,98.70086,98.15645,98.428655,98.428655
Chile,CHL,2000,99.28,98.92,99.1,99.1
Chile,CHL,2002,99.18334,98.80364,98.99349000000001,98.99349000000001
Chile,CHL,2003,99.37,98.86,99.11500000000001,99.11500000000001
Chile,CHL,2006,99.33,98.89,99.11,99.11
Chile,CHL,2009,99.55,99.2,99.375,99.375
Chile,CHL,2011,99.62,99.22,99.42,99.42
Chile,CHL,2013,99.13,99.01,99.07,99.07
Chile,CHL,2015,99.43,99.29,99.36000000000001,99.36000000000001
Chile,CHL,2017,99.01,99.03,99.02000000000001,99.02000000000001
Chile,CHL,2022,99.48,99.14,99.31,99.31
China,CHN,1982,82.09922,95.20854,88.65388,88.65388
China,CHN,1990,91.4547,96.97693,94.21581499999999,94.21581499999999
China,CHN,2000,98.50486,99.19846,98.85166,98.85166
China,CHN,2010,99.59304,99.68962,99.64133000000001,99.64133000000001
China,CHN,2020,99.76287,99.75248,99.757675,99.757675
Colombia,COL,1993,96.28144,94.64457,95.46300500000001,95.46300500000001
Colombia,COL,1996,97.56674,96.38512,96.97593,96.97593
Colombia,COL,2002,98.01,96.86,97.435,97.435
Colombia,COL,2003,98.29,96.71,97.5,97.5
Colombia,COL,2004,98.37,97.5,97.935,97.935
Colombia,COL,2005,98.36,97.57,97.965,97.965
Colombia,COL,2006,98.19491,97.53366,97.864285,97.864285
Colombia,COL,2007,98.419,97.48288,97.95094,97.95094
Colombia,COL,2008,98.43,97.55,97.99000000000001,97.99000000000001
Colombia,COL,2009,98.43,97.44,97.935,97.935
Colombia,COL,2010,98.6,97.77,98.185,98.185
Colombia,COL,2011,98.77,97.85,98.31,98.31
Colombia,COL,2012,98.69,97.76,98.225,98.225
Colombia,COL,2013,98.76,97.78,98.27000000000001,98.27000000000001
Colombia,COL,2014,98.95,98.13,98.53999999999999,98.53999999999999
Colombia,COL,2015,98.87,98.17,98.52000000000001,98.52000000000001
Colombia,COL,2016,99.02,98.29,98.655,98.655
Colombia,COL,2017,99.04,98.27,98.655,98.655
Colombia,COL,2018,99.09,98.68,98.885,98.885
Colombia,COL,2019,99.15,98.49,98.82,98.82
Colombia,COL,2020,99.33,98.67,99.0,99.0
Colombia,COL,2021,99.42,98.8,99.11,99.11
Colombia,COL,2022,99.2,98.64,98.92,98.92
Comoros,COM,1980,54.89904,69.35773,62.128385,62.128385
Comoros,COM,2000,77.55762,83.95133,80.754475,80.754475
Comoros,COM,2012,69.59522,73.81077,71.702995,71.702995
Comoros,COM,2022,83.1,80.95,82.025,82.025
Congo,COG,1984,82.8272,92.42301,87.625105,87.625105
Congo,COG,2005,70.54331,88.25052,79.396915,79.396915
Congo,COG,2011,76.94608,85.68361,81.31484499999999,81.31484499999999
Congo,COG,2021,79.5,85.19,82.345,82.345
Costa Rica,CRI,1984,97.53813,96.75452,97.14632499999999,97.14632499999999
Costa Rica,CRI,2000,98.03841,97.19749,97.61795000000001,97.61795000000001
Costa Rica,CRI,2011,99.25812,99.00768,99.1329,99.1329
Costa Rica,CRI,2018,86.34,74.78,80.56,80.56
Costa Rica,CRI,2021,99.61,99.46,99.535,99.535
Cote d'Ivoire,CIV,1988,37.84594,59.93225,48.889095,48.889095
Cote d'Ivoire,CIV,1998,39.84909,54.40313,47.12611,47.12611
Cote d'Ivoire,CIV,2000,52.12517,70.84072,61.482945,61.482945
Cote d'Ivoire,CIV,2012,38.75008,58.33263,48.541354999999996,48.541354999999996
Cote d'Ivoire,CIV,2014,47.03975,59.12435,53.082049999999995,53.082049999999995
Cote d'Ivoire,CIV,2019,76.41314,92.82019,84.616665,84.616665
Croatia,HRV,1991,99.6044,99.66618,99.63529,99.63529
Croatia,HRV,2001,99.65321,99.64426,99.648735,99.648735
Croatia,HRV,2021,99.78,99.75,99.765,99.765
Cuba,CUB,2002,99.95369,99.95741,99.95554999999999,99.95554999999999
Cuba,CUB,2012,99.8952,99.85527,99.875235,99.875235
Cuba,CUB,2021,99.8952,99.85527,99.875235,99.875235
Cyprus,CYP,1992,99.6642,99.57991,99.62205499999999,99.62205499999999
Cyprus,CYP,2001,99.81524,99.73631,99.77577500000001,99.77577500000001
Cyprus,CYP,2011,99.83831,99.80454,99.821425,99.821425
Cyprus,CYP,2021,99.91,99.89,99.9,99.9
Democratic Republic of Congo,COD,2001,63.0907,77.98111,70.535905,70.535905
Democratic Republic of Congo,COD,2007,53.25022,78.93642,66.09332,66.09332
Democratic Republic of Congo,COD,2012,76.6585,91.04756,83.85303,83.85303
Democratic Republic of Congo,COD,2013,76.58,92.56,84.57,84.57
Democratic Republic of Congo,COD,2016,79.71484,90.96097,85.337905,85.337905
Democratic Republic of Congo,COD,2022,85.41,90.79,88.1,88.1
Dominican Republic,DOM,1981,83.93853,81.25731,82.59792,82.59792
Dominican Republic,DOM,2000,96.51,93.23,94.87,94.87
Dominican Republic,DOM,2001,96.58,94.28,95.43,95.43
Dominican Republic,DOM,2002,96.48,93.8,95.14,95.14
Dominican Republic,DOM,2003,96.86,94.65,95.755,95.755
Dominican Republic,DOM,2004,96.71,95.22,95.965,95.965
Dominican Republic,DOM,2005,97.31,96.15,96.73,96.73
Dominican Republic,DOM,2006,97.88,95.26,96.57,96.57
Dominican Republic,DOM,2007,97.77,97.24,97.505,97.505
Dominican Republic,DOM,2008,97.44,95.62,96.53,96.53
Dominican Republic,DOM,2009,98.39,96.24,97.315,97.315
Dominican Republic,DOM,2010,97.9,96.2,97.05000000000001,97.05000000000001
Dominican Republic,DOM,2011,98.65,96.54,97.595,97.595
Dominican Republic,DOM,2012,98.0,96.71,97.35499999999999,97.35499999999999
Dominican Republic,DOM,2013,98.3,97.63,97.965,97.965
Dominican Republic,DOM,2014,98.25,98.04,98.14500000000001,98.14500000000001
Dominican Republic,DOM,2015,98.11,98.14,98.125,98.125
Dominican Republic,DOM,2016,98.83,98.13,98.47999999999999,98.47999999999999
Dominican Republic,DOM,2017,98.44,97.77,98.10499999999999,98.10499999999999
Dominican Republic,DOM,2018,99.06,98.03,98.545,98.545
Dominican Republic,DOM,2019,99.1,98.3,98.69999999999999,98.69999999999999
Dominican Republic,DOM,2020,99.11,98.61,98.86,98.86
Dominican Republic,DOM,2021,98.97,98.7,98.83500000000001,98.83500000000001
Dominican Republic,DOM,2022,98.91,98.14,98.525,98.525
East Asia and Pacific (WB),,1976,75.64996,92.06965,83.859805,83.859805
East Asia and Pacific (WB),,1977,75.98357,92.13786,84.060715,84.060715
East Asia and Pacific (WB),,1978,77.81567,92.69134,85.25350499999999,85.25350499999999
East Asia and Pacific (WB),,1979,79.6961,93.2185,86.4573,86.4573
East Asia and Pacific (WB),,1980,81.51718,93.6549,87.58604,87.58604
East Asia and Pacific (WB),,1981,83.11668,94.01391,88.56529499999999,88.56529499999999
East Asia and Pacific (WB),,1982,84.48743,94.28668,89.387055,89.387055
East Asia and Pacific (WB),,1983,85.61914,94.54437,90.081755,90.081755
East Asia and Pacific (WB),,1984,86.65301,94.79932,90.726165,90.726165
East Asia and Pacific (WB),,1985,87.46774,95.01331,91.240525,91.240525
East Asia and Pacific (WB),,1986,88.14246,95.17848,91.66047,91.66047
East Asia and Pacific (WB),,1987,89.43954,95.9976,92.71857,92.71857
East Asia and Pacific (WB),,1988,91.42354,96.41761,93.920575,93.920575
East Asia and Pacific (WB),,1989,91.7654,96.40833,94.086865,94.086865
East Asia and Pacific (WB),,1990,92.06385,96.40626,94.235055,94.235055
East Asia and Pacific (WB),,1991,92.39964,96.42257,94.41110499999999,94.41110499999999
East Asia and Pacific (WB),,1992,92.70293,96.44241,94.57266999999999,94.57266999999999
East Asia and Pacific (WB),,1993,92.95647,96.4574,94.706935,94.706935
East Asia and Pacific (WB),,1994,93.35304,96.56716,94.9601,94.9601
East Asia and Pacific (WB),,1995,93.75747,96.69381,95.22564,95.22564
East Asia and Pacific (WB),,1996,94.08664,96.79783,95.44223500000001,95.44223500000001
East Asia and Pacific (WB),,1997,96.96976,98.02458,97.49717,97.49717
East Asia and Pacific (WB),,1998,97.11779,98.06941,97.59360000000001,97.59360000000001
East Asia and Pacific (WB),,1999,97.2598,98.08567,97.67273499999999,97.67273499999999
East Asia and Pacific (WB),,2000,97.27204,98.12306,97.69755,97.69755
East Asia and Pacific (WB),,2001,97.39698,98.12035,97.75866500000001,97.75866500000001
East Asia and Pacific (WB),,2002,97.52297,98.16301,97.84299,97.84299
East Asia and Pacific (WB),,2003,97.73868,98.23165,97.985165,97.985165
East Asia and Pacific (WB),,2004,97.85558,98.30887,98.082225,98.082225
East Asia and Pacific (WB),,2005,97.98253,98.35985,98.17119,98.17119
East Asia and Pacific (WB),,2006,97.8077,98.18811,97.997905,97.997905
East Asia and Pacific (WB),,2007,98.20434,98.50882,98.35658000000001,98.35658000000001
East Asia and Pacific (WB),,2008,98.61545,98.81007,98.71276,98.71276
East Asia and Pacific (WB),,2009,98.60388,98.74648,98.67518000000001,98.67518000000001
East Asia and Pacific (WB),,2010,98.57095,98.68831,98.62962999999999,98.62962999999999
East Asia and Pacific (WB),,2011,98.15516,98.2854,98.22028,98.22028
East Asia and Pacific (WB),,2012,98.21022,98.32143,98.265825,98.265825
East Asia and Pacific (WB),,2013,98.28306,98.33113,98.307095,98.307095
East Asia and Pacific (WB),,2014,98.54921,98.535,98.54210499999999,98.54210499999999
East Asia and Pacific (WB),,2015,98.58415,98.62361,98.60388,98.60388
East Asia and Pacific (WB),,2016,98.6175,98.63642,98.62696,98.62696
East Asia and Pacific (WB),,2017,98.65828,98.65231,98.655295,98.655295
East Asia and Pacific (WB),,2018,98.6435,98.56423,98.603865,98.603865
